Query,Label
jon,"Spelling in the captions / Adding text / Changing text
"
remove the full stop ,"Spelling in the captions / Adding text / Changing text
"
$4.99,"Spelling in the captions / Adding text / Changing text
"
special is officially here.,"Spelling in the captions / Adding text / Changing text
"
"Get two eggs, ","Spelling in the captions / Adding text / Changing text
"
no matter,"Spelling in the captions / Adding text / Changing text
"
$4.49,"Spelling in the captions / Adding text / Changing text
"
you're still looking at,"Spelling in the captions / Adding text / Changing text
"
6:30,"Spelling in the captions / Adding text / Changing text
"
move caption a bit down,"Spelling in the captions / Adding text / Changing text
"
remove bg music ,Sound effects or music louder than the speaker’s voice
move caption a bit down,"Spelling in the captions / Adding text / Changing text
"
move captions a bit down,"Spelling in the captions / Adding text / Changing text
"
remove bg music ,Sound effects or music louder than the speaker’s voice
remove bg music ,Sound effects or music louder than the speaker’s voice
remove bg music ,Sound effects or music louder than the speaker’s voice
move captions a bit down,"Spelling in the captions / Adding text / Changing text
"
Manhattan vs Brooklyn: The Buildings,"Spelling in the captions / Adding text / Changing text
"
I munched on a few ,"Spelling in the captions / Adding text / Changing text
"
slurping my soda ,"Spelling in the captions / Adding text / Changing text
"
This door ,"Spelling in the captions / Adding text / Changing text
"
emotion ,"Spelling in the captions / Adding text / Changing text
"
from your outfit.,"Spelling in the captions / Adding text / Changing text
"
end it here,"Spelling in the captions / Adding text / Changing text
"
for vacation (,"Spelling in the captions / Adding text / Changing text
"
keep the border white,"Spelling in the captions / Adding text / Changing text
"
only use the color given by the creator,"Spelling in the captions / Adding text / Changing text
"
end transition ,Ending transition and sound effect not there
"For the Momentum Project one the first one is good, I approved it on Monday. But the second one needs to talk about how the price of the MOMENTUM token only goes up in value and how they also pay BUSD dividends.","Spelling in the captions / Adding text / Changing text
"
"Go, if that's your outfit,","Spelling in the captions / Adding text / Changing text
"
rather than enhance it.,"Spelling in the captions / Adding text / Changing text
"
it goes with everything! ,"Spelling in the captions / Adding text / Changing text
"
end transition ,Ending transition and sound effect not there
end transition ,Ending transition and sound effect not there
end transition,Ending transition and sound effect not there
end transition,Ending transition and sound effect not there
end transition ,Ending transition and sound effect not there
Pls change text to - Ray traced ,"Spelling in the captions / Adding text / Changing text
"
Pls change text to - Right around 30 - 40,"Spelling in the captions / Adding text / Changing text
"
Pls change text - Oh! Thats it (,"Spelling in the captions / Adding text / Changing text
"
Remove the captions from this frame,Reframing
PLS CHANGE TEXT TO - And that ring was expensive (,"Spelling in the captions / Adding text / Changing text
"
Pls change text to - And now you dont wanna,"Spelling in the captions / Adding text / Changing text
"
"pls change text to - Actually felt like
","Spelling in the captions / Adding text / Changing text
"
Pls change text to - it then. ,"Spelling in the captions / Adding text / Changing text
"
"Please change text to - NOW
between Juggling and magic repeated 3 times (209 kB)","Spelling in the captions / Adding text / Changing text
"
Pls change text to - The second thing (194 kB),"Spelling in the captions / Adding text / Changing text
"
Pls change text to - Ace of hearts (70 kB),"Spelling in the captions / Adding text / Changing text
"
"Pls change text to - ""CARD"" (72 kB)","Spelling in the captions / Adding text / Changing text
"
PLS CHANGE TEXT TO - THE EXPOSED VIEW (106 kB),"Spelling in the captions / Adding text / Changing text
"
Pls change text to - through the cards (138 kB),"Spelling in the captions / Adding text / Changing text
"
Pls change text to - SHUFFLED (137 kB),"Spelling in the captions / Adding text / Changing text
"
Pls change text - with or without a (151 kB),"Spelling in the captions / Adding text / Changing text
"
Pls change text to - And I swing up (63 kB),"Spelling in the captions / Adding text / Changing text
"
Pls change text - All that matters (51 kB),"Spelling in the captions / Adding text / Changing text
"
"Pls change text - alot , here's about that big (45 kB)","Spelling in the captions / Adding text / Changing text
"
Pls change text to - from corner to corner (43 kB),"Spelling in the captions / Adding text / Changing text
"
"Pls change text to - So, Fold it half (59 kB)","Spelling in the captions / Adding text / Changing text
"
"Pls change - one way fold half , the other (66 kB)","Spelling in the captions / Adding text / Changing text
"
sick (516 kB),"Spelling in the captions / Adding text / Changing text
"
sick new world's (515 kB),"Spelling in the captions / Adding text / Changing text
"
"remove comma, it's- tomo noodles (174 kB)","Spelling in the captions / Adding text / Changing text
"
zoom out the video a bit (198 kB),"Spelling in the captions / Adding text / Changing text
"
"put the banner- ""MISTAKES Tourist Make in NYC - Taking a Train in Wrong Direction"" (157 kB)","Spelling in the captions / Adding text / Changing text
"
Pls change text to - Lovely piece of magic. (189 kB),"Spelling in the captions / Adding text / Changing text
"
"Pls change text - In there, that's your secret (210 kB)","Spelling in the captions / Adding text / Changing text
"
