Query,Label
"00:00:32:10 Should say NATO mission, not Non-NATO (159 kB)",
00:00:34:20 Change OFF to SOF (stands for Special Operations Forces) (156 kB),
00:00:39:29 Change Asset to SF (stands for Special Forces) (141 kB),
00:00:42:08 change And They to ANA (154 kB),
00:00:19:14 Start th reel from here (73 kB),
"00:00:01:16 Banner/title should be within this frame, yellow and black are creators color (154 kB",
"00:00:00:18 Banner/title should be within this frame, yellow and black are creators color (158 kB)",
"00:00:01:05 Banner/title should be within this frame, yellow and black are creators color (166 kB)",
"00:00:02:05 Banner/title should be within this frame, yellow and black are creators color (160 kB)",
00:00:07:24 This stuff is amazing. (144 kB),
00:00:14:13 to put on them. (134 kB),
00:00:04:22 use a banner/mogrt to display product names -Tubby Todd (128 kB),
00:00:14:28 put a transition here (166 kB),
00:00:15:08 This (163 kB),
"00:00:19:13 HIGHR COLLECTIVE - California Lip Milk (164 kB)
",
"00:00:18:02 by HIGHR (155 kB)
",
"00:00:28:14 put a transition here (171 kB)
",
"00:00:12:08  remove section (275 kB)
",
"00:00:00:25 remove airplane landing sound (168 kB)
",
"00:00:05:25 Start HERE (152 kB)
",
"00:00:05:25 remove the text from original content and replace with general airport stock (152 kB)
",
"00:00:05:26 start here, remove beginning. (152 kB)
",
"00:00:08:05 airports, (177 kB)
",
"00:00:17:15 essential should be 'central (241 kB)
",
"00:00:21:29 remove sound effect (164 kB)
",
"00:00:34:16 remove sound effect at the end that sound like airplane landing. (12 kB)
",
"00:00:07:11 start here (113 kB)
",
"00:00:08:26 remove text from original footage and use new stock (106 kB)
",
"00:00:11:06 UBER (118 kB)
",
"00:00:16:01 remove (271 kB)
",
"00:00:25:19 start again at 'you do have the option....' (171 kB)
",
"00:00:07:26 START HERE (93 kB)
",
"00:00:23:15 delete, i will create original content for this. (162 kB)
",
"00:00:00:16 delete short (75 kB)
",
"00:00:11:07 cute me off when I say 'with at the end' add section at end - 'i think we should have this for all jobs' that i say. (12 kB)
",
"00:00:00:05 delete short (140 kB)
",
"00:00:03:05 start here 'the food you are...' use original stock footage for this short instead of making it small and having the title text from video. (116 kB)
",
"00:00:16:18 30% (65 kB)
",
"00:00:34:05 end here (161 kB)
",
"00:00:00:05 a lot of background hum in this video, is the (131 kB)
",
"00:00:00:00 delete short (125 kB)
",
"00:00:35:08 end here (32 kB)
",
"00:00:06:05 remove (123 kB)
",
"00:00:21:02 remove after 'barcode' and start again at 'this information....' (269 kB)
",
"00:00:08:05 START HERE (94 kB)
",
"00:00:31:16 end here (138 kB)
",
00:00:41:09 sound effect too loud (82 kB),
"00:00:08:17 START HERE (84 kB)
",
"00:00:04:13 HIGHR LIPSTICK IN SHADE CHATEAU (115 kB)
",
"00:00:11:18 RED (145 kB)
",
"00:00:22:05 TRUEST (148 kB)
",
"00:00:30:15 put end transition and sfx (142 kB)
",
"00:00:04:12 use a banner/mogrt to display product names - Glitter Eyeshadows by EYE LUSTRE (94 kB)
",
"00:00:30:07 put end transition and sfx (145 kB)
",
"00:00:06:05 This the school for Good and Evil (158 kB)
",
"00:00:10:09 Makeup Revolution (initials in uppercase) (153 kB)
",
"00:00:38:15 palette. (160 kB)
",
"00:00:42:19 add end transition and sfx (126 kB)
",
"00:00:04:11 use a banner/mogrt to display product names - MAKEUP REVOLUTION X NETFLIX (115 kB)
",
"00:00:36:14 put end transition and sfx (149 kB)
",
"00:00:13:13 correct the timing of captions,captions are being displayed before the audio (119 kB)
",
"00:00:13:01 use a banner/mogrt to display product names - CURRENT BODY Hydragel Face Mask (163 kB)
",
"00:00:05:23 remove this banner from here (130 kB)
",
"00:00:23:08 exfoliant. (137 kB)
",
"00:00:26:11 exfoliants (151 kB)
",
"00:00:41:10 put end transition and sfx (151 kB)
",
"00:00:05:00 use a banner/mogrt to display product names - NARS COLLECTION (154 kB)
",
"00:00:27:20 multi-stick (141 kB)
",
"00:00:50:20 put end transition and sfx (134 kB)
",
"00:00:04:24 use a banner/mogrt to display product names - NARS HOLIDAY COLLECTION (124 kB)
",
"00:00:36:08 add end transition and sfx (137 kB)
",
"00:00:04:29 use a banner/mogrt to display product names - NARS HOLIDAY COLLECTION (144 kB)
",
"00:00:16:18 little lip set (135 kB)
",
"00:00:32:09 end here and add end transition and sfx (154 kB)
",
"00:00:13:02 zoom out the frame a lil bit, plugs he is showing is not visible (98 kB)
",
"00:00:57:04 charge for very long (154 kB)
",
"00:00:05:04 A HUNDREND MILES IS A LOT. (149 kB)
",
"00:00:15:14 I NEED TO CHARGE IT! (178 kB)
",
"00:00:22:05 SO ON THE LEFT OR RIGHT? (165 kB)
",
"00:00:22:23 TURN A RIGHT (177 kB)
",
"00:00:24:21 OH, YEAH. I SEE IT NOW. (153 kB)
",
"00:00:33:05 THERE'S NO (174 kB)
",
"00:00:45:23 SO, WE BETTER PLUG IN. (192 kB)
",
"00:00:01:15 put banner here,keep in mind it shouldn't cover his face (168 kB)
",
"00:00:00:28 put banner here (152 kB)
",
"00:00:02:05 move the banner down a little bit (126 kB)
",
"00:00:01:04 banner should be within this frame (108 kB)
",
"00:00:26:25 those icicles (117 kB)
",
"00:00:01:21 banner should be within this frame (175 kB)
",
"00:00:27:26 to try out the equipment (170 kB)
",
"00:00:40:07 DISH (171 kB)
",
"00:00:54:09 WINTER SOON (139 kB)
",
"00:00:02:14 banner should be within this frame (213 kB)
",
"00:00:01:15 banner should be within this frame (163 kB)
",
00:00:01:09 banner should be within this frame (176 kB),
"00:00:06:12 Niche* (168 kB)
",
"00:00:16:09 Make the word ASIN stand out (maybe make it bigger font and different color) (142 kB)
",
"00:00:57:12 Please make it $169 PROFIT and bigger font please. Thank you! (180 kB)
",
"00:00:03:04 Please add JungleScout.com on top of video so people can see it and make it stand out. Thank you! (210 kB)
",
"00:00:06:02 Once we are at Jungle Scout (192 kB)
",
"00:00:17:05 If can zoom in here so they can see better (131 kB)
",
"00:00:08:19 Please move the CAPTION just below the video so it does not block it. Thank you! (154 kB)
",
"00:00:04:07 Please move the CAPTION just below the video so it does not block it. Thank you! (174 kB)
",
"00:00:05:23 Please move the CAPTION just below the video so it does not block it. Thank you! (153 kB)
",
"00:00:00:00 Please change CAPTION AND TITLE color background to Green. Thank you! (12 kB)
",
"00:00:00:00 Please change CAPTION AND TITLE color background to Green. Thank you! (12 kB)
",
"00:00:00:00 Please change CAPTION AND TITLE color background to Green. Thank you! (12 kB)
",
"00:00:02:03 Please add graphics/photo related to the word Profit to make it enganging. (185 kB)
",
"00:00:01:04 Please add some graphics/photo in the title to make it enganging. Thank you!! (146 kB)
",
00:00:00:18 Please fix title: How to Estimate MONTHLY SALES (107 kB),
"00:00:13:01 This is where we are selling* (127 kB)
",
"00:00:25:11 Please add some graphics/photo related to this sentence. Thank you! (187 kB)
",
"00:00:36:14 Please add colors to profit or sounds to make it enganging. (159 kB)
",
"00:00:43:01 tempurpedic (138 kB)
",
"00:00:33:18 Bleep here (35 kB)
",
"00:00:09:09 use a emoticon/graphic related to medicine (similar to original youtube video) (141 kB)
",
"00:00:16:24 use a emoticon/graphic related to urinary bladder (similar to original youtube video) (132 kB)
",
"00:00:39:23 to days. (147 kB)
",
"00:00:14:01 whilst on Tamsulosin. (138 kB)
",
"00:00:14:20 remove and (122 kB)
",
"00:00:14:20 It (122 kB)
",
"00:00:19:14 Tamsulosin (119 kB)
",
"00:00:20:04 remove and (140 kB)
",
"00:00:27:26 If you're on Tamsulosin, (143 kB)
",
"00:00:28:20 remove templeton (139 kB)
",
"00:00:40:24 use a emoticon/graphic related to allergy (similar to original youtube video) (149 kB)
",
"00:00:51:28 Make one more reel on side effects of tamsulosin (139 kB)
",
"00:00:09:21 GREEN (192 kB)
",
"00:00:00:06 Put the title- HEALTHY MEAL PREP for Weight Loss on a Budget (134 kB)
",
"00:00:00:12 put banner- HEALTHY MEAL PREP for Weight Loss for Beginners on a Budget (133 kB)
",
"00:00:03:23 What is it? (107 kB)
",
"00:00:05:11 How to prevent it? (121 kB)
",
"00:00:06:03 How (initial in uppercase) (137 kB)
",
"00:00:21:08 the hands, (173 kB)
",
"00:00:23:19 buttocks (117 kB)
",
"00:00:29:07 The rashes may resolve on it's (168 kB)
",
"00:00:42:23 put end transition and sfx (161 kB)
",
"00:00:04:00 the text banground should only cover this amount of space,correct it. (112 kB)
",
"00:00:14:12 Different stock footage can be used here - as she is describing itg (187 kB)
",
"00:00:16:01 No movement in frame does not look good (185 kB)
",
"00:00:24:20 sudden shift in frame (148 kB)
",
"00:00:26:05 3-6 days text should come if you are panning to the left because not able to see why the pan is happening, you can directly cut to next part if need be (144 kB)
",
"00:00:36:09 butt (142 kB)
",
"00:00:01:04 Change banner style, use morgt or use background with text. Use pink or teal color in banner. (198 kB)
",
"00:00:01:14 The prescription (200 kB)
",
"00:00:05:02 Mupirocin Ointment (141 kB)
",
"00:00:11:01 Impetigo (125 kB)
",
"00:00:29:16 blur this part,the area of the video having text (167 kB)
",
"00:00:30:21 Vicks (157 kB)
",
"00:00:29:16 blur this part,the area of the video having text (167 kB)
",
"00:00:41:14 blur this part,the area of the video having text (165 kB)
",
"00:00:46:01 Mogi Mogi Baby (161 kB)
",
"00:00:50:04 soothing yomogi (152 kB)
",
"00:00:55:08 put end transition and sfx (134 kB)
",
"00:00:20:08 full stop after to (211 kB)
",
"00:00:01:00 change the banner to : Pocono Mountain - Lake House Tour (335 kB)
",
"00:00:01:03 change panner to: Pocono Mountain - Shades of Death Trail (259 kB)
",
"00:00:54:12 the shades of death trail. (382 kB)
",
"00:00:39:13 googled (224 kB)
",
"00:00:40:14 and i see his point. (247 kB)
",
"00:00:45:05 NORMALLY (263 kB)
",
"00:00:46:18 AT LEAST THE (243 kB)
",
"00:00:46:20 AT LEAST (241 kB)
",
"00:00:01:00 Change banner to : An Escape from NYC - Jim Thorpe, Pennsylvania (346 kB)
",
"00:00:18:04 An Escape from NYC - Sunset and Thoughts in Lake House (115 kB)
",
"00:00:01:07 change banner to :An Escape from NYC - Sunset and Thoughts at Lake House (188 kB)
",
"00:00:21:11 no need of this reel ,remove it (408 kB)
",
"00:00:51:10 Would be nice if more b-roll from the video was used, movement, zoom, pan... Whatever tricks you have to keep it interesting and less talking head. (183 kB)
",
"00:00:27:04 out your life (132 kB)
",
"00:00:42:24 through your spirit (124 kB)
",
"00:00:09:20 through your spirit (125 kB)
",
"00:00:20:12 your prayer (128 kB)
",
"00:00:06:14 You know for a fact they not for you (160 kB)
",
"00:00:10:21 since you're so kind hearted, you a loving person (141 kB)
",
"00:00:12:16 you a forgiving person (154 kB)
",
"00:00:14:21 the benefit of the doubt (144 kB)
",
"00:00:38:19 they gonna slander your name (116 kB)
",
"00:00:24:23 because god is gonna take you out of their reach (143 kB)
",
"00:00:27:20 so far left field (139 kB)
",
"00:00:29:08 they ain't even gonna know how far they got (149 kB)
",
"00:00:44:24 you're gone (142 kB)
",
"00:00:30:00 Imma seperate them so far away from you (159 kB)
",
"00:00:00:09 god said (131 kB)
",
"00:00:04:14 God about to (118 kB)
",
"00:00:06:09 About to (120 kB)
",
00:00:19:10 try to bait you with something (137 kB),
"00:00:36:23 he gonna let you meet somebody (129 kB)
",
"00:00:40:01 you will say (138 kB)
",
"00:00:42:09 they gonna say I dont know (127 kB)
",
"00:00:17:08 desires of their heart (139 kB)
",
"00:00:42:20 confuse them (147 kB)
",
"00:00:21:29 removed Tring sound, remaining one (whoosh) is in original video. (15 kB)",
"00:00:01:13 Best of the MET Museum NYC Pt.1: Temple of Dendur (140 kB)
",
"00:00:01:04 Secrets of the MET Museum NYC Pt.2: Tiffany's Autumn Landscape (249 kB)
",
"00:00:14:04 Women Artists (224 kB)
",
"00:00:38:22   No question (79 kB)
",
"00:00:03:20 Secrets of the MET Museum NYC Pt 3.: Bronzino (143 kB)
",
"00:00:06:17 In Every Single Art history Textbook (171 kB)
",
"00:00:17:15 Reproduced (130 kB)
",
"00:00:33:20 Two Eyes (82 kB)
",
"00:00:01:01 Secrets of the MET Museum NYC Pt.4: Marble Statue of a Kouros (135 kB)
",
"00:00:02:12 Change title to : Side Hustles in NYC - Getaround Carsharing (154 kB)
",
"00:00:01:17 Change title to : Side Hustles in NYC - Uber Eats/Door Dash Deliveries (145 kB)
",
"00:00:34:23 so doing (136 kB)
",
"00:00:35:22 remove full stop (139 kB)
",
"00:00:02:12 Change title to : Side Hustles in NYC - Dog Walking/ Pet Sitting (148 kB)
",
"00:00:01:07 Change title to : Side Hustles in NYC - Being an Extra on TV Shows/ Movies (192 kB)
",
"00:00:27:03 that i mentioned ,this one (150 kB)
",
"00:00:40:02 you are paid new york's (169 kB)
",
"00:00:01:19 Change title to : Side Hustles in NYC - Task Rabbit (131 kB)
",
"00:00:02:14 zoom out this frame, the scrolling webpage is not fully visible (101 kB)
",
"00:00:01:07 Change title to : Side Hustles in NYC - Clean Air Reporting of Idling Vehicles (136 kB)
",
"00:00:50:05 remove at (146 kB)
",
"00:00:38:12 One change to the text on screen:  @ 00:38 the text says ""bears"" when it should say BESS.  All else is excellent!  That is the only change needed. (243 kB)
",
"00:00:03:23 One on-screen text change needs to be made: @ 00:03 the text reads ""Bass"" and it should instead read ""BESS"" - that is the only change needed.  Thank you. (187 kB)
",
"00:00:46:08 I need to make one small change to the on-screen text: @ 00:46 the text reads ""N 18 41"" and it instead should read:  ""M1841"".  That is all.  Thank you. (58 kB)
",
"00:00:01:20 remove text here from banner (137 kB)
",
"00:00:10:01 full stop after website (109 kB)
",
"00:00:11:15 And (106 kB)
",
"00:00:12:06 PRIME MEMBERSHIP (keep it in uppercase and bold) (144 kB)
",
"00:00:27:06 full stop after world (110 kB)
",
"00:00:28:17 And (110 kB)
",
"00:00:15:10 no need of this reel (99 kB)
",
"00:00:23:01 Start the reel from here, from let's get into.... (91 kB)
",
"00:00:50:54 no need of this reel (16 kB)
",
"00:00:01:19 change title to -4 Main steps of the Amazon Sales Process (124 kB)
",
"00:00:05:11 caption is coming on his face, move it a bit upward (194 kB)
",
"00:00:09:03 put NUMBER ONE in uppercase and bold (129 kB)
",
"00:00:11:15 highlight NUMBER 2 (write it in uppercase and in green color) (158 kB)
",
"00:00:36:17 highlight THIRD STEP (write it in uppercase and in green color) (133 kB)
",
